snippet,headline__main,year_mo_day,compound,negative,neutral,positive
An F.B.I. advisory board voted this week to modernize an archaic definition of rape that the agency has used for more than eight decades in its tally of national crime statistics.,F.B.I. Board Votes to Broaden Definition of Rape,201112,-0.8481,0.22,0.78,0
"Several prisoners were shot and wounded on Wednesday as guards broke up a fight involving 50 inmates at a prison east of Sacramento, corrections officials said.",California: Inmates Wounded in Prison Melee,201112,-0.9001,0.375,0.625,0
"At the request of the Florida Department of Law Enforcement, Florida A&M University said that it was delaying disciplinary action in the wake of the possible hazing death of a marching band drum major.",Florida: Punishment Delayed in Drum Major’s Death,201112,-0.5994,0.109,0.891,0
"Mr. Gray was a versatile singer and songwriter who was probably best known for his 1973 soul anthem, “Drift Away.”","Dobie Gray, Singer Known for ‘Drift Away,’ Dies",201112,0.6369,0,0.811,0.189
"Chris Johnson scored 20 points, and host Dayton closed with a 17-9 run to beat No. 16 Alabama, 74-62.",Dayton Upsets Alabama,201112,-0.296,0.115,0.885,0
"Barely 24 hours after its debut, the United States’ “virtual embassy” in Iran was blocked from view inside the country.",Iran Shutters U.S. Embassy on the Web,201112,0.1779,0.092,0.786,0.122
"Organizers of the United States Grand Prix in Austin, Tex., announced a 10-year deal with Formula One, and the race was formally put on the 2012 calendar.",U.S. Race Is On,201112,0.7003,0,0.805,0.195
Turkey will levy taxes of about 30 percent on Syrian goods after President Bashar al-Assad of Syria suspended a free-trade agreement and imposed taxes on Turkish exports.,Turkey: More Trade Measures Imposed Against Syria,201112,-0.0516,0.144,0.752,0.105
"Sidney Crosby will be held out of the Penguins’ lineup for the next two games as a precaution, the team said.",Crosby Out for Two Games,201112,0,0,1,0
"A court in Thailand on Thursday sentenced an American citizen, Joe Gordon, to two and a half years in prison for defaming the country’s royal family.",Thailand: American Sentenced for Defaming King,201112,-0.5267,0.167,0.833,0
"The Brazilian government will invest more than $2 billion to curb the spread of crack cocaine, including creating a public health network to treat drug users.",Brazil: Government Pledges $2 Billion to Fight Crack,201112,0.5994,0,0.824,0.176
A patent owned by Prometheus Laboratories covers a technique to help doctors find a medicine dose large enough to work and small enough to cause no harm.,Supreme Court Hears Case on Patents for Individualized Medicine,201112,-0.4588,0.194,0.714,0.092
"The Bonneville Power Administration discriminated against wind operators when it unplugged the generators of wind operators in the Pacific Northwest, Federal Energy Regulatory Commission ruled.",U.S. Agency Is Ordered to Change Wind Rules,201112,0.2732,0,0.92,0.08
"Clinical trials of the treatments, from Novartis and Genentech, showed they could lengthen lives.",Two Drugs Appear to Delay Progression of Breast Cancer,201112,0,0,1,0
"The champion Green Bay Packers are selling stock in the team for $250 a share to raise millions to refurbish the team stadium, but the shares give buyers few rights.",Free Money for the Packers,201112,0.705,0,0.791,0.209
"Despite having Jose Reyes sign with the Marlins, the Mets have upgraded their bullpen and brought in center fielder Andres Torres from the Giants.",Moves Show Mets Are Moving On After Losing a Star,201112,0,0,1,0
Most candidates suggested they would differ substantially from previous Democratic and Republican administrations on critical elements of the Middle East peace process.,"G.O.P. Candidates, at Jewish Coalition, Pledge to Be Israel’s Best Friends",201112,0.296,0.089,0.775,0.136
"For Howard Beck, the Times reporter who covered the N.B.A. lockout, the 149-day ordeal was spent inside and outside some of New York’s finest hotels.","Constantly Checking In, Without Ever Checking In",201112,0,0,1,0
"Lawmakers, labor unions, teachers’ unions and the health care industry are among those who stand to gain from the proposed revisions to New York’s tax code.",Who Benefits From the Tax Package,201112,0.765,0,0.784,0.216
Alternate-side street-cleaning rules will be suspended on Thursday.,Special Parking Rules in New York City,201112,-0.4767,0.307,0.693,0
The police in San Francisco cleared a protesters’ camp and demonstrators at Occupy Boston lost legal protection against eviction from their site.,‘Occupy’ Groups Face Setbacks in San Francisco and Boston,201112,-0.5267,0.21,0.675,0.115
The N.B.A.’s new collective bargaining agreement opens the door to blood testing for human growth hormone — provided that the league and its union can agree on the reliability of the test.,Deal Could Lead to H.G.H. Test,201112,0.8074,0,0.777,0.223
"Republicans also asked the Obama administration to do more to resettle about 3,400 members of the opposition group M.E.K. who are in a camp in Iraq.",G.O.P. Lawmakers Want Iranian Group Off Terrorism List,201112,0,0,1,0
Two political movies seem likely to fuel debate over what is done in the name of winning elections.,2 Character Models for a Single Cinematic Point: Winning Elections at Any Cost,201112,0.5267,0,0.833,0.167
"The American Red Cross and Oxfam America are using animated characters, one with the voice of Scarlett Johansson and the other with the voice of Ted Danson, to deliver messages.",Charity Campaigns Try Gentle Approach to Get Shoppers to Spend on Good Deeds,201112,0,0,1,0
"A couple received help after enduring illnesses, layoffs and the loss of their apartment.","Sharing Life, Love and a Hope for a Return to Work",201112,-0.4215,0.302,0.549,0.148
"Asif Ali Zardari suddenly left for Dubai on Tuesday evening, leading to talk that he was being forced to resign by the country’s powerful military.",Pakistani President Is Said to Be in Dubai for Heart Tests,201112,-0.3818,0.179,0.728,0.093
"The governor believes that government has a role to play in people’s lives, and is willing to cut a deal to accomplish that.",That Tax Pledge? A Governor Who Believes in Government Changes His Mind,201112,0.4767,0.083,0.711,0.206
"Michael Mermel, a prosecutor in suburban Chicago known for his brazen comments, was quoted making statements that his superiors deemed inappropriate.",Illinois Prosecutor Who Challenged DNA Evidence Will Resign,201112,0.25,0,0.905,0.095
"Just when a deal seemed imminent, the Bloomberg administration’s plan to allow street hails fell back into limbo, with no explanation offered in Albany.",Livery Cab Proposal Faces New Uncertainty,201112,-0.0772,0.088,0.837,0.076
"CBS wanted to keep the Patriots-Broncos game, not only a matchup of division leaders, but for the appeal of Tim Tebow, who has led the Broncos to a 6-1 record as a starter.",Patriots-Broncos Will Remain a Sunday Afternoon Game,201112,0,0,1,0
Citizens are reluctant to give up the guns and other weapons they seized as they wrested control of the country from Qaddafi loyalists.,Libyan Civilians Hold on to a Deadly Legacy,201112,-0.4215,0.181,0.741,0.078
The decision to restrict emergency contraceptives to girls below the age of 17 without prescription is an example of politics trumping science and sound policy.,Politics and the Morning-After Pill,201112,-0.6369,0.184,0.816,0
The lesson of this week’s election is that Russians’ patience is not unlimited and a surprising number can imagine a world after Vladimir Putin.,Not What Mr. Putin Planned,201112,-0.1316,0.078,0.865,0.056
The Silicon Valley start-up OnLive is introducing software to bring the power of its game service to mobile devices via so-called cloud computing.,Phones Get Game Power in the Cloud,201112,0,0,1,0
A monetary settlement is no substitute for pursuing a criminal investigation against executives at the mining company where 29 miners died.,Unsettled Justice at Upper Big Branch,201112,-0.8481,0.365,0.635,0
"Winning lottery numbers for New York, New Jersey and Connecticut.",Lottery Numbers,201112,0.5267,0,0.726,0.274
"While the first session of the 112th Congress was defined by bruising fiscal battles, Democrats and Republicans have now moved to the election-year stage of governing.",Frenzy of Year-End Activity for Congress,201112,-0.3818,0.094,0.906,0
The fact that humans have altered the ecosystem does not have to be seen as a failure.,Hope in the Age of Man,201112,-0.5106,0.18,0.82,0
"Columbia cannot compete with the likes of Ohio State when looking for a new football coach, but it does have its advantages.",Millions? Private Jet? Columbia Offers New York,201112,0.631,0,0.787,0.213
"The education proposal by Gov. Rick Scott, a Republican, was a reversal from his first year in office.",Florida Budget Adds to School Spending,201112,0,0,1,0
"Mitt Romney’s campaign has shifted gears with a newly aggressive phase, less than a month before the Iowa caucuses.",New Romney Ad Turns Up Heat on Gingrich,201112,-0.1531,0.091,0.909,0
"The police have found the belongings of a New Jersey woman whose disappearance 18 months ago led searchers to remains of 10 murder victims, but not to her.",Missing Prostitute’s Clothes Found on Long Island,201112,-0.5423,0.153,0.847,0
"Margaret Thatcher was tough, decisive and widely disliked. At a moment of crisis, Britain needs her type of adversarial politics, not consensus.",Bring the Iron Lady Back,201112,-0.836,0.376,0.557,0.066
"Lindsey Vonn became the first American woman to capture four straight Alpine World Cup races by winning the super-G race in Beaver Creek, Colo., near her hometown of Vail.",Vonn’s Super-G Victory Is a Hometown Triumph,201112,0.6486,0,0.836,0.164
General Motors and federal officials are re-examining five Chevrolet Volts used in crash tests to assess whether structural flaws contributed to battery fires.,G.M. Re-examines Volt as Safety Concerns Rise,201112,-0.4019,0.109,0.891,0
The quarter-million confidential State Department cables obtained by WikiLeaks last year have been public on the Web for months. The government is pretending otherwise.,"To State Dept., WikiLeaks or Not, Secrets Are Secrets",201112,0.1027,0,0.943,0.057
"Corrections appearing in print on December 9, 2011.",Corrections: December 9,201112,0,0,1,0
"The number of illegal border-crossers from Mexico is down sharply this year, falling to the lowest tally since the Nixon administration.",Illegal Border Crossings Dip Sharply,201112,-0.7579,0.299,0.651,0.05
"There are dozens of Bay Area entrepreneurs hoping to find success at the intersection of eating and technology, and there are dozens of venture capital companies providing them with millions of dollars in early-stage investments.",Start-Ups Mixing Food and Technology Vie for an Edge,201112,0.7579,0,0.835,0.165
"San Francisco International Airport not only has an extensive program of art exhibitions but also presents live music, like a performance last week by DJ Qbert.","Live Hip-Hop Music, an Airport Amenity That Can Lure Even Non-Travelers",201112,0.5023,0,0.881,0.119
"More and more San Franciscans have dogs as pets, and the profusion of dogs has prompted efforts to control their activities on streets and parks and in food establishments.",City Crackdown Looming as the Dog Population Rises,201112,0,0,1,0
"A’dia Mathies scored 23 points and No. 10 Kentucky (9-0) beat No. 6 Duke, 72-65, in front of 14,508 fans at Rupp Arena, the largest home crowd for a women’s game in Wildcats history.","14,000 See Kentucky Win",201112,-0.5267,0.128,0.872,0
"Jeremy Lamb had 18 points and No. 9 Connecticut beat No. 25 Harvard, 67-53, on Thursday night, spoiling the Crimson’s first game as a ranked team.",Harvard Falls to UConn,201112,-0.5267,0.167,0.833,0
Rory McIlroy shot a 66 at the Dubai World Championship to gain the early advantage over the top-ranked Luke Donald (72) in a duel for the European money title.,Good Start for McIlroy,201112,0.8074,0,0.743,0.257
Federal prosecutors in California have urged a judge to send Barry Bonds to prison.,Jail Time Urged for Bonds,201112,-0.5106,0.216,0.784,0
"The former Notre Dame coach Charlie Weis was hired at Kansas, where he will try to rebuild a program that won the Orange Bowl in 2008 but floundered under Turner Gill.",Weis Hired at Kansas,201112,0.3291,0,0.925,0.075
"Wayne Rooney’s suspension for next year’s European Championship was reduced on appeal to two matches, from three, allowing him to play in England’s final group game.",Rooney’s Suspension Cut,201112,0.6486,0,0.819,0.181
"Six former students have filed complaints with the state about the Institute of Medical Education, but the state agency has not acted on them, citing too small a staff.","Low Marks for a Medical Training Institute, and the State Lags in Oversight",201112,-0.2144,0.064,0.936,0
Jabari Parker is considered by many to be the nation’s top high school basketball player — and he is also a Mormon who defines himself in nonbasketball terms.,The Prayerful Young Man Can Also Nail a Jumper,201112,0.2023,0,0.935,0.065
Mayor Rahm Emanuel inherited a small army of public relations people with a payroll in the millions of dollars. Those staff members are now the object of an audit with an eye toward job cuts.,City Plans Staff Audit With Eye Toward P.R.,201112,-0.296,0.064,0.936,0
"Elmar Bolowich, who left North Carolina’s soccer program last February to coach at Creighton, could face his former team for the N.C.A.A. championship.",A Coach Trades Up by Going to a Midmajor,201112,0.4404,0,0.884,0.116
Assailants attacked more than 20 tankers in Pakistan on Thursday that were carrying fuel for American and NATO troops in Afghanistan.,Pakistan: NATO Fuel Trucks Attacked,201112,-0.4588,0.13,0.87,0
A brawl broke out after Artem Anisimov pointed his stick at the Tampa Bay net and pretended to fire after scoring a goal in the second period.,"In a Loss, a Ranger’s Gesture Leads to a Fight",201112,-0.6369,0.184,0.816,0
Bahrain has ordered the public prosecutor to probe death and torture cases implicating the police as part of efforts at political reconciliation in the wake of a crackdown on pro-democracy protests.,Bahrain: Government Orders Inquiry Into Charges of Torture by the Police,201112,-0.8658,0.264,0.736,0
"New York’s lawmakers will start contending next month with a gap of $2 billion rather than $3.5 billion, and the governor says “50 percent of the budget” is finished.","Tax Plan Passed, Legislature Faces Smaller Budget Gap",201112,0,0,1,0
The former chief of the Beijing airport has been sentenced to 12 years in prison for taking bribes to arrange jobs and set up corrupt business deals.,China: Former Airport Chief Sentenced,201112,-0.5267,0.15,0.85,0
"Janet Brown’s many responsibilities are necessary to achieve the life she wants for herself and her daughters. But things took a tragic turn when her mother, visiting from Jamaica, died unexpectedly.","A Quest for a Better Life, Interrupted by Sudden Grief",201112,-0.765,0.191,0.809,0
Hotel surveillance footage does little to illuminate what transpired inside the Sofitel hotel suite in the Dominique Strauss-Kahn case.,Hotel Video in Strauss-Kahn Case Resolves Little,201112,0,0,1,0
"After two high-profile killings this week, legislators approved a decree late Wednesday banning motorcyclists from riding with passengers.",Honduras: Killings Prompt a Ban on Motorcycles Carrying Passengers,201112,-0.4019,0.202,0.673,0.126
"The Japanese economy grew at a pace a bit slower than measured originally, revised figures show.",Japan’s Quarterly Output Is Lowered to 1.4%,201112,0,0,1,0
"After a year and a half away, council members returned with a raucous energy to a prestigious, refurbished City Hall chamber.","Renovation Complete, City Council Goes Home",201112,0.2732,0,0.884,0.116
"The American Heritage Dictionary recognized an expression, then got an outcry from an immigrants’ advocacy group.",Anchor Baby: A Term Redefined as a Slur,201112,-0.5106,0.18,0.82,0
"As China celebrates its 10th anniversary since joining the World Trade Organization, the country has been reflecting on its success as a top trade partner.",China’s 10-Year Ascent to Trading Powerhouse,201112,0.8481,0,0.695,0.305
Mr. Montgomery was a labor historian whose experience as a machinist informed his influential writing about the culture of the factory floor.,"David Montgomery, 84, Dies; Chronicled Lives of Workers",201112,0.4404,0,0.868,0.132
More recommendations will be made Friday as the city goes after weak institutions.,12 With Low State Test Scores Are Put on School Closing List,201112,-0.4404,0.195,0.805,0
In “Red Hook Black” a longshoreman grapples with a sexy niece and the disintegration of his world.,Only the Brain-Dead Know Brooklyn,201112,0.5267,0,0.805,0.195
A practice that ended in 2008 had placed incinerated partial remains of service members in a landfill.,Air Force Apologizes for Disposal of Remains,201112,0,0,1,0
An awards announcement that resembled a pep rally divided $785 million among 10 regional councils for a competition orchestrated by Gov. Andrew M. Cuomo to create jobs.,Long Island Gets Big Grant in Cuomo’s Competition,201112,0.6249,0,0.819,0.181
"German authorities arrested a 27-year-old man in the city of Bochum who was suspected of links to a Qaeda cell and of planning an attack, the federal prosecutor said in a statement.",German Accused in Qaeda Plot,201112,-0.7964,0.238,0.762,0
The rookie Adam Henrique scored on a backhander in the fourth round of the shootout for a victory over Ottawa in Newark.,"Devils, After Trailing, 3-0, Beat Senators in Shootout",201112,0,0,1,0
China has a large trade surplus of goods with the rest of the world but is running a growing trade deficit in the service sector.,A Trade Edge in China,201112,-0.3612,0.133,0.789,0.077
An advisory panel stopped short of recommending that the popular pills Yaz and Yasmin warn explicitly of a risk of blood clots.,More Detail on Risk Urged for a Contraceptive Label,201112,-0.1531,0.214,0.675,0.111
"In “Fanny, Annie, & Danny” a woman’s three grown children bring plenty of baggage to a family Christmas dinner.","Home for the Holidays, Oh Joy",201112,0,0,1,0
"If you count spending on social services, other countries spend more to achieve a healthier society than the United States does.","To Fix Health, Help the Poor",201112,0.4215,0,0.872,0.128
Giants quarterback Eli Manning is having one of the best seasons of his career despite the long list of injuries to his teammates.,Manning Keeps Calm as Injuries Multiply,201112,0.6369,0,0.84,0.16
"The draft report represents a new scientific and political skirmish line over whether fracking, as it is more commonly known, poses a threat.",E.P.A. Links Tainted Water in Wyoming to Hydraulic Fracturing for Natural Gas,201112,-0.5267,0.145,0.855,0
"In “Magic to Win,” from China, a college volleyball player suddenly gets superpowers, and discovers other people have them too.",And Now She’s Got a Fantastically Mean Spike,201112,0,0,1,0
"The notion of a single Latin American currency seems far-fetched. But, with companies in the region forming mergers like never before, it cannot be ruled out.","For Latin America, a Zone of its Own",201112,0.3612,0,0.906,0.094
Rick Perry’s new campaign strategy appears to be a bid to appeal to social conservatives in Iowa.,Perry’s Anti-Gay Rights Focus Is Divisive Even to Staff,201112,0,0,1,0
"The winning lottery numbers for Dec. 8, 2011, for New York, New Jersey and Connecticut.",Lottery Numbers,201112,0.5267,0,0.805,0.195
"Tyler Palko, who started the season as Kansas City’s No. 3 quarterback, will be the starter against the Jets on Sunday.",Chiefs Get a Left-Handed Compliment,201112,-0.296,0.104,0.896,0
"Revenue will be $3.19 billion to $3.33 billion, the company said; analysts on average had estimated sales of $3.41 billion, according to a Bloomberg survey.",Texas Instruments Forecasts Lower Sales for 4th Quarter,201112,0,0,1,0
Tensions are rising between a rebel army and Syria’s main opposition group over the group’s insistence that the rebels limit themselves to defensive action.,Factional Splits Hinder Drive to Topple Syria Leader,201112,-0.6124,0.233,0.725,0.042
"Dr. Ronald DePinho did not know until 1977 that his father, who dug ditches, made a wish for his children based on his respect for the students at Fordham College.","Leader in the Cancer Fight, and Son of an Illegal Immigrant",201112,0.7003,0,0.823,0.177
"AAA, the automobile club, said the increase is being illegally used for World Trade Center redevelopment; the authority said the revenue is for transportation.",Auto Club and Port Authority Fight in Court Over Rise in Toll,201112,0.3818,0,0.859,0.141
"Marketers and media companies have started buzzing about the potential to reach Latin women, and among the most recent initiatives is a new publication, Cosmopolitan Latina.","Marketers, and Media Companies, Set Their Sights on Latin Women",201112,0.0258,0,0.956,0.044
"Two large high schools, Washington Irving High and Grace Dodge Career and Technical Education High, would be closed rather than receive federal stimulus money to improve.",List of Schools Targeted by City for Closing Is Up to 19,201112,0.6908,0,0.808,0.192
"Demetrice Gumbs has spent a year in a transitional housing shelter in Brooklyn, but she maintains dreams of dancing professionally.","Soul in Rhythm, Even When Life Isn’t",201112,0.5499,0,0.827,0.173
"After Cleveland quarterback Colt McCoy was sidelined by a helmet-to-helmet hit Thursday against the Steelers, his father criticized the Browns for allowing him back in the game.",Treatment of McCoy Is Questioned,201112,-0.3612,0.091,0.909,0
"Dueling letters offer evidence of the conflict between the commission’s chairman, Dr. Gregory Jaczko, and his fellow commissioners over management issues.",Internal Dissension Unsettles the Nuclear Regulatory Commission,201112,-0.3182,0.103,0.897,0
John Hurt doesn’t worry about being typecast as forlorn. Making a contribution in a book by a famed photographer. Spooked by dead characters at a party.,"What’s in a Name? For an Actor, Start With His Roles",201112,-0.836,0.339,0.575,0.086
"A baggage handler at Kennedy Airport was the leader of a drug-smuggling ring, and his associates were other airline workers.","In Bags at J.F.K., Handlers Found Niche for Crime",201112,0,0,1,0
"The two Spanish league powers will play Saturday in a highly anticipated match. However, the rivalry has produced a series of racial incidents.",An Ugly Undercurrent as Barcelona and Real Madrid Meet,201112,0.34,0,0.893,0.107
A student’s first-person essay in an online newspaper raises issues of free speech at Stern College for Women.,"Orthodox Jewish Student’s Tale of Premarital Sex, Real or Not, Roils Campus",201112,0.5106,0,0.829,0.171
"An appearance in Brooklyn gave the governor an opportunity to drive home the message that while Washington is paralyzed by political gridlock, Albany is functioning effectively.","Cuomo, Praised for Tax Deal, Takes Victory Lap to City",201112,0.6908,0,0.808,0.192
"Defending champion Dallas, depleted by free agency and with an aging nucleus, opened camp with 10 players.",Mavericks Open Camp With Many Missing Pieces,201112,0.802,0,0.676,0.324
"Lottery Numbers for Dec. 9, 2011, for New York, New Jersey and Connecticut.",Lottery Numbers,201112,0,0,1,0
"Corrections appearing in print on December 10, 2011.",Corrections: December 10,201112,0,0,1,0
The Lakers were trying to regroup at the opening of camp after David Stern voided a deal that would have brought star guard Chris Paul to the team.,"Trade Rejected, Lakers Begin on Subdued Note",201112,0,0,1,0
"When the “Law & Order: SVU” production crew began setting up for a scene in Foley Square in Lower Manhattan on Thursday night, some of the Occupy all Street protesters were less than pleased.","‘Law & Order: SVU’ Imitation Occupation Draws Real Protesters, and City’s Ire",201112,-0.1226,0.115,0.812,0.073
"In a gambit to polish its image — JPMorgan Chase will sponsor the “American Giving Awards,” an event that will be televised on Saturday and will profile recipients of Chase donations.","For Chase, a TV Show to Promote Its Charity",201112,0.34,0,0.924,0.076
"A group of five Nobel laureates has called on China to release Liu Xiaobo, the imprisoned winner of the Nobel Peace Prize last year.",China: Nobel Winners Demand Release of Imprisoned Dissident,201112,0.8225,0.092,0.583,0.325
"Though desperate to leave it behind him, Jason Garrett keeps having to address his clock mismanagement that wiped out a win for the Cowboys.",Coach Hoping to Forget Decision That Cost Dallas a Victory,201112,0.3182,0.128,0.733,0.139
"The ability to carry passengers has sent the popularity of side-by-side off-road vehicles soaring, but despite roll bars and seat belts, safety concerns are rising.","An A.T.V. With Extra Room, and Maybe More Risks, Too",201112,0.7506,0,0.748,0.252
"Rex Ryan is planning to have the offensive starters introduced before Sunday’s game. The last time he did that at MetLife Stadium, Mark Sanchez was greeted with thunderous booing.",Jets’ Ryan Expecting Big Cheers for Sanchez,201112,-0.2263,0.093,0.841,0.065
"An active volcano periodically sends residents of Miyake scurrying to the safety of Japan’s mainland, but some remain deeply attached to their ancestral home.",Japanese Islanders Cling to a Life Under Their Volcano,201112,0.4118,0,0.854,0.146
A former student charged with spying on his roommate chooses a trial instead of an offer that could have kept him out of prison and in the country.,Plea Deal in Rutgers Spying Case Is Rejected,201112,-0.6249,0.175,0.825,0
"If host Real Madrid wins on Saturday and then beats Sevilla next week, it will enter the winter break with a seemingly insurmountable 9-point lead in La Liga.",Real Madrid Threatens Barcelona’s Reign,201112,0.5719,0,0.875,0.125
House Republicans included a measure supporting the Keystone XL pipeline in their bill to extend tax relief for 160 million American workers.,House Republicans’ Bill Sets Up Pipeline Battle,201112,0.7717,0,0.7,0.3
Unrest and economic difficulties in a crumbling nation across the Arabian Sea don’t deter the thousands of African refugees escaping famine in their homeland.,"Somalis Still Flood Yemen, Going From Worse to Bad",201112,-0.25,0.09,0.861,0.049
"In a small community with its own public safety department, a number of burglaries made residents think twice about leaving their doors unlocked.","On Quiet Roosevelt Island, Unease Pays a Sudden Visit",201112,0.4767,0,0.823,0.177
A 90-year-old woman can hear again after getting some money from The Times’s Neediest Cases Fund to pay for two hearing aids.,"Still Active, With a Little Help",201112,-0.1027,0.065,0.935,0
The maker of telephone equipment said it would not seek new customers in Iran and would limit business activities with existing customers because of the situation there.,Chinese Manufacturer Restricts Business With Iran,201112,0,0,1,0
The Justice Department said it wanted to withdraw its antitrust case against the proposed acquisition of T-Mobile USA by AT&T.,U.S. Seeks Withdrawal of AT&T Antitrust Case,201112,0.5267,0,0.848,0.152
The United States said it would ask the World Trade Organization for permission to impose trade sanctions that could amount to $7 billion to $10 billion annually.,U.S. Rejects Europe’s Offer in Aircraft Subsidy Case,201112,0.1531,0.073,0.833,0.093
The military council’s quick about-face leaves the task of selecting a panel that will write a constitution in the hands of a newly elected Parliament expected to be dominated by Islamists.,Egypt’s Military Retracts Plan to Extend Influence Over Constitution,201112,0,0,1,0
"Newt Gingrich’s statements go beyond what other conservative Israeli leadership and Republican candidates have said, with experts noting that they might be counterproductive to establishing peace.",Gingrich Suggests a Reversal of Mideast Policy,201112,0.5423,0,0.877,0.123
"As training camps opened and players began signing contracts, the main topic of discussion was David Stern’s decision to veto the trade that would have sent Chris Paul to the Lakers.",N.B.A. Reopens to Business as Unusual,201112,0,0,1,0
"Every president must make decisions that please or infuriate the base, but Obama’s turns look all the harsher because he rose on a campaign that had aspired to change Washington.",Reality and Re-election Sharpen Obama’s Zigzags,201112,-0.6956,0.188,0.764,0.048
The move addresses a need to better assess questions for future exams in New York State.,"Longer Standardized Tests Are Planned, Displeasing Some School Leaders",201112,0.4404,0,0.828,0.172
"In January, Swatch, the Swiss timepiece maker, will cut back its sales of watch components to competitors, a move that is fanning resentment of Swatch’s clout and size in the industry.","Swatch, Supplier to Rivals, Now Aims to Cut Them Off",201112,-0.6124,0.152,0.848,0
Members of the European Union installed rules that would make it harder for them to take on high levels of debt without penalty.,Euro Zone Agrees to Follow the Original Rules,201112,-0.0052,0.096,0.808,0.095
"Six decades after a massacre during Indonesia’s struggle for independence, the Dutch government apologized for the killing on Friday.",Indonesia: Dutch Apologize for 1947 Massacre of 430 Villagers,201112,-0.6597,0.279,0.625,0.096
"The Obama administration and New York City have raised treatment goals. Progress in preventing infections has stagnated, so the push is clearly needed.",Expanding the Fight Against AIDS,201112,0.6597,0.041,0.752,0.207
"The Supreme Court, facing tight deadlines before next year’s election calendar, stayed orders from a special court in San Antonio that had issued new maps.",Court to Hear Texas Dispute on Drawing New Districts,201112,0.743,0,0.777,0.223
"A federal grand jury in Brooklyn indicted a house painter in Edmonton, Alberta, on Friday for aiding in a 2009 suicide bombing that killed five American soldiers in Iraq.",Canadian Charged in Iraq Bombing,201112,-0.7906,0.257,0.657,0.086
The federal government plans to reverse decades of man-made degradation in the Gulf of Mexico. But the question is where will the big money come from.,Rescue for the Gulf,201112,-0.5267,0.12,0.88,0
"Ukrainian authorities have formally rearrested Yulia Tymoshenko, the opposition leader, on a new criminal charge, her lawyer said Friday.",Ukraine: Former Prime Minister Is Arrested on Second Charge,201112,-0.5267,0.167,0.833,0
"Mitch Petrus, who plays the guitar and formed an alt-rock band with friends from Arkansas, has moved into a starting role on the Giants’ injury-riddled offensive line.",Giants Guard Mitch Petrus Rocks on the Field and on the Bass,201112,0.2732,0.096,0.74,0.164
"Iran, which has said it captured an advanced reconnaissance plane, accused the United States of hostile and aggressive behavior.",Iran Complains to Security Council About Spy Drone,201112,-0.1531,0.254,0.556,0.19
"Each time Army, Navy and Air Force play, the winning team sings its alma mater after the losing team has sung its version. The Black Knights have not gotten to sing second since 2005.","Army’s Goal Is Win First, Sing Second",201112,0.4939,0.066,0.787,0.147
"Despite its questionable practices, Massey Energy will not be criminally prosecuted for a mine explosion that killed 29 workers in West Virginia.","For 29 Dead Miners, No Justice",201112,-0.5293,0.239,0.607,0.153
"The American forces still in Iraq are continuing their patrols, scouring for explosives and trying to ensure that departing convoys leave safely.","Waiting to Leave, Last U.S. Troops in Iraq Stay Vigilant",201112,0.6808,0.046,0.731,0.223
"The Department of Defense has identified 1,833 American service members who have died as a part of the Afghan war and related operations.",Names of the Dead,201112,-0.7906,0.268,0.679,0.054
Flyers defenseman Chris Pronger will be sidelined indefinitely with concussion-like symptoms.,Flyers’ Pronger Will Be Out Indefinitely,201112,0.0258,0,0.901,0.099
"Rory McIlroy’s chance for the European money title suffered a blow when his ball landed in the water on No. 18, and he finished five shots off the lead halfway through the Dubai World Championship.",McIlroy Stalls in Drive for European Money Title,201112,-0.128,0.134,0.744,0.122
A pediatrician and a lawyer are to be married.,"Eve Oster, Shimshon Wexler",201112,0,0,1,0
A party to celebrate 25 years together turns into a wedding.,"James Li, Richard Dowling",201112,0.7506,0,0.522,0.478
"The couple, both doctors, have ceremonies in Virginia and the French West Indies.",Noëlle Sherber and Ariel Rad,201112,0,0,1,0
The director of a grant-making fund of the National Association of Charter School Authorizers and the executive director of Teach for America-Chicago are married.,Phoebe Harlan and Joshua Anderson,201112,0,0,1,0
A physician weds an executive coach.,"Barry Rosenthal, Alan Cohen",201112,0,0,1,0
"The bride is a strategy director for Saks Fifth Avenue, and the bridegroom is a technology and strategy consultant in Manhattan.","Sarah Weintraub, Jason Rezmovits",201112,0,0,1,0
"Alex Cutler, a white man from Los Angeles, fell in love with the funk music scene in Rio de Janeiro‘s dangerous slums. Now, as the slums are being cleaned up, he has made them his home.",Mr. Whiteboy,201112,0.2732,0.077,0.819,0.104
"Corrections appearing in print on December 11, 2011.",Corrections: December 11,201112,0,0,1,0
Team Telefónica of Spain extended its lead in the Volvo Ocean Race after its victory off Cape Town in the second in-port race after its victory in the first leg.,Telefónica Stretches Lead in Volvo Race,201112,0,0,1,0
Three-time Olympic gold medalist Ben Ainslie of Britain was disqualified from two races at the world sailing championships after grappling with a cameraman on a media boat on Saturday.,Top Sailor Disqualified for Misconduct,201112,0.1027,0.09,0.806,0.103
"Albert Pujols and C. J. Wilson, free agents who signed for a combined $331.5 million, were introduced at Angel Stadium of Anaheim.","In Anaheim, a Welcome and a Lesson for Pujols",201112,0.5106,0,0.858,0.142
"Lottery numbers for New York, New Jersey and Connecticut.",Lottery Numbers,201112,0,0,1,0
