snippet,headline__main,year_mo,compound,negative,neutral,positive
"On this Erev Christmas Eve, Jim Peredo and Will Shortz remind us to be thankful.",Speaker of the Words,201512,0,0,1,0
Tiny additives common in cosmetics like facial scrubs and toothpaste were making their way into waterways.,Ban on Microbeads Proves Easy to Pass Through Pipeline,201512,-0.7096,0.22,0.716,0.064
"United States consumer spending rose in November by 0.3 percent, according to official data inadvertently released about 12 hours ahead of schedule.",Early Release of Data Shows 0.3% Rise in Consumer Spending,201512,0.5719,0,0.791,0.209
"Mr. Durst, an estranged member of a prominent New York real-estate family, is accused of killing a friend in 2000.",Robert Durst to Be Extradited for Murder Charge,201512,0.3612,0,0.857,0.143
"The Free Application for Federal Student Aid for the 2017-18 school year can now be filed as early as Oct. 1, 2016 using 2015 tax data.",New Rules to Eliminate Frustrating Financial Aid Problem,201512,0.4215,0,0.882,0.118
Executives charged with wrongdoing used to keep quiet and defer to their lawyers. But now they are turning to social media in a legally risky move to proclaim their innocence.,"For Martin Shkreli and Others, ‘No Comment’ Is Not in the Script",201512,-0.2732,0.253,0.536,0.211
This application for a K-1 fiancé visa for Ms. Malik includes Mr. Farook's account of how the couple met and when they planned to marry.,Syed Rizwan Farook’s Visa Application for Tashfeen Malik,201512,0.5106,0,0.883,0.117
"The Israeli ambassador to the United States sent holiday gifts this year that were made in the occupied territories, a gibe at a European Union policy requiring labeling for some such goods.",Israeli Ambassador’s Gifts Carry a Message,201512,-0.2023,0.172,0.71,0.118
"The groups, conceived as a way to raise and spend unlimited amounts of money on television, are now overseeing nuts-and-bolts jobs like field operations and data collection.","As TV Ad Rates Soar, ‘Super PACs’ Pivot to Core Campaign Work",201512,0,0,1,0
"A showdown between two drug companies, one that gives away a treatment for a rare disease and another looking to profit from it, illustrates the growing tension over the rising prices of drugs.",Patients Fear Spike in Price of Old Drugs,201512,0.6705,0,0.836,0.164
"On anniversary of repeal, the president pledged to continue the fight against prejudice, but his critics said his support for the military is misplaced.","Resolute Obama Marks 5 Years After ‘Don’t Ask, Don’t Tell’",201512,0.3612,0,0.909,0.091
"Ride-hailing apps operate outside many transportation regulations, making them exempt from New York City’s requirement that half of the yellow taxis be accessible to people in wheelchairs by 2020.",Accessibility as Challenge in Age of Uber,201512,0.3182,0.068,0.796,0.136
"A federal appeals court, in a case involving an Asian-American dance-rock band, struck down part of a law that let the government reject trademarks it deemed offensive or disparaging to others.",Ruling Could Help Washington Redskins in Trademark Case,201512,-0.296,0.223,0.66,0.117
"<!-- BURTT EHRLICH -->EHRLICH--Burtt.<br/><br/> We mourn the untimely passing of our dear friend, Burtt Ehrlich. Burtt had a generous heart, a wonderfully wry sense of humor and a zest for traveling the world. He lived life to the fullest and was ...","Paid Notice: Deaths EHRLICH, BURTT",201512,0.1027,0,0.952,0.048
"<!-- DAVID MARCUS -->MARCUS--David.<br/><br/> It is with deep regret and sorrow that the Officers, Board of Governors, members and staff of Fresh Meadow Country Club mourn the loss of our esteemed member, David Marcus. The Marcuses have been membe...","Paid Notice: Deaths MARCUS, DAVID",201512,-0.872,0.312,0.688,0
"<!-- BURTT EHRLICH -->EHRLICH--Burtt R., 76, died at home on December 21, 2015. He was a proud graduate of Columbia College and Columbia Business School; the founder and co-chairman of Ehrlich-Bober & Co.; and a current or past board member of org...","Paid Notice: Deaths EHRLICH, BURTT",201512,0.9117,0.055,0.645,0.301
"<!-- RITA DUCOFF -->DUCOFF--Rita.<br/><br/> The Hebrew Home at Riverdale family mourns the passing of Rita Ducoff, beloved wife of Morris for over sixty years, devoted mother and grandmother. Rita loved life to the fullest, with a sharp wit and pa...","Paid Notice: Deaths DUCOFF, RITA",201512,-0.75,0.233,0.663,0.104
"<!-- ALBERT BARNETT -->BARNETT--Albert, 93, died on December 21, 2015. He was predeceased by his beloved wife of 66 years,<br/><br/> Marilyn (Axelrod) Barnett. Albert was the oldest and last surviving of Alice's three boys, with Charles and Edgar....","Paid Notice: Deaths BARNETT, ALBERT",201512,-0.2003,0.088,0.841,0.07
"<!-- WILFRID WELD -->WELD--Wilfrid Joseph,<br/><br/> JP DL FRICS, of Lulworth Castle, Dorset, United Kingdom. Beloved husband of Sally and loving father and grandfather. He died unexpectedly, but peacefully, on December 3, 2015 in Tahiti. Funeral ...","Paid Notice: Deaths WELD, WILFRID",201512,0.7777,0.07,0.72,0.21
"<!-- BURTON LEVY -->LEVY--Burton Arnold, 80, of New York, NY on December 21, 2015 peacefully, with family at his side. Owner and President of Standard Tallow Corporation for 20 plus years. Devoted son of Ruth and Jerome. Beloved husband of Elinor,...","Paid Notice: Deaths LEVY, BURTON",201512,0.2942,0.081,0.788,0.13
"<!-- KURT MASUR -->MASUR--Kurt.<br/><br/> The Board of Trustees and staff of Carnegie Hall mourn the passing of our dear friend, the internationally acclaimed conductor Kurt Masur. Maestro Masur made his Carnegie Hall debut in 1974, leading the Le...","Paid Notice: Deaths MASUR, KURT",201512,0.7656,0.116,0.608,0.276
"<!-- MARILYN BRUMMEL -->BRUMMEL--Marilyn.<br/><br/> To a woman of great intelligence, love of the arts and dedication to her family. We will miss her. Robert & Arlene Fischer<br><br>\n","Paid Notice: Deaths BRUMMEL, MARILYN",201512,0.8655,0,0.797,0.203
<!-- ALEXANDER KAPLEN -->KAPLEN--Alexander.<br/><br/> The Board of Trustees and staff of the Greenwich Village Society for Historic Preservation mourn the loss of Alexander Kaplen. Lex was a steadfast supporter of the Society and a passionate advo...,"Paid Notice: Deaths KAPLEN, ALEXANDER",201512,0.5562,0.063,0.769,0.167
"<!-- STANLEY MILBERG -->MILBERG--Stanley H.,<br/><br/> died peacefully on December 13, 2015 at age 91. He is survived by his beloved wife Marcia Osofsky of Brooklyn, NY; his sister Rita Bricken of Manhattan; four sons, Daniel of Chicopee, MA, Davi...","Paid Notice: Deaths MILBERG, STANLEY",201512,0.902,0.047,0.612,0.341
"<!-- JOHN HARDT --><IMG SRC=""/Images/Cobrands/NYTimes/Photos/NYT-0002081198-HARDTJ_22_156772781.1_190514.jpg"" lgyOrigName=""NYT-0002081198-HARDTJ_22_156772781.1.jpg"" ALIGN=""LEFT"" vspace=""4"" hspace=""10"">HARDT--John Pearce,<br/><br/> 93, of Virginia ...","Paid Notice: Deaths HARDT, JOHN",201512,0.4574,0.121,0.664,0.215
"<!-- ANDY MENKES -->MENKES--Andy, (12/23/13).<br/><br/> Every day I still see your smile. Every day I still hear your voice. And every day you are with me. Yet I still miss you so much. Always, Cyn<br><br>\n","Paid Notice: Deaths MENKES, ANDY",201512,0.7712,0.074,0.716,0.211
"The charges against Alonzo Knowles illustrate the ease with which private email contacts, even for security-conscious entertainers, can be exploited.",U.S. Says Hacker Stole IDs and Unreleased Scripts From Host of Celebrities,201512,0,0,1,0
Samantha Delgado’s younger son was born last year after 24 weeks of gestation and was given only a 15 percent chance of survival. His needs inspired her to study nursing.,"A Child, Born Prematurely, Who ‘Fights Because He Wants to Be Here’",201512,0.2942,0.047,0.872,0.081
"Samantha Delgado's youngest son, Avery, was born prematurely and is often in the hospital. As a single working mother, in school full-time, she needed a little help setting up a stable home for him.",Baby Avery Comes Home,201512,-0.1531,0.199,0.625,0.176
Hard cider — 12 on tap and a hundred in bottles — is the real passion on Orchard Street.,"At Wassail on the Lower East Side, in Praise of Smashed Apples",201512,0.6369,0,0.839,0.161
Reporters Michael Winerip and Michael Schwirtz provide an inside look at the reporting behind the story of inmate Leonard Strickland’s death.,Prison Brutality at Clinton Correctional: Getting the Story,201512,0.5584,0,0.863,0.137
"It’s not that no one suspected there was a bubble; it’s that few people saw its full implications, and how far the contagion might spread.","What ‘The Big Short’ Gets Right, and Wrong, About the Housing Bubble",201512,0.3818,0.069,0.784,0.147
"Exploring the relationship between Prague and one of its most celebrated sons, Franz Kafka, looking to uncover the inspiration behind one of his greatest works.",On the Trail of Kafka in Prague,201512,-0.5994,0.163,0.837,0
"How government services will be affected in New York, New Jersey and Connecticut.",Holiday on Friday: Christmas,201512,-0.461,0.176,0.756,0.068
Here’s what you need to know at the end of the day.,Your Evening Briefing,201512,0.9117,0,0.655,0.345
"Jeb Bush noted New Jersey’s credit downgrades in an attempt to diminish Chris Christie, a rival for the more moderate vote in Republican primary contests.",Jeb Bush Says He Was More Successful as Governor Than Chris Christie,201512,-0.1531,0.118,0.882,0
"For two decades, Ms. Carey has had her snow boots planted on the rungs of the holiday music ladder, with “All I Want for Christmas Is You.”",Mariah Carey’s List Is Short: All She Wants Is Immortality,201512,0,0,1,0
Here’s what you need to know at the end of the day.,"Your Tuesday Evening Briefing: Taliban, SpaceX, Donald Trump",201512,0.3818,0,0.898,0.102
"In a mock-news ecosystem typically defined by slick jabs and arched eyebrows, Mr. Wilmore’s show often reveals a tone of exasperation.","For Larry Wilmore, a Wagging Finger Replaces a Wink on ‘The Nightly Show’",201512,0.4588,0,0.857,0.143
"Mr. DeMarco, 56, is president and chief operating officer of Mack-Cali Realty Corporation, a real estate investment trust in Edison, N.J.",A Conversation With Michael J. DeMarco,201512,0,0,1,0
"Whooping, chanting and caroling, reviewers from The Times sampled three of the 12 musical parades organized as part of this annual event.","In Make Music Winter, Critics Find Their Inner Yodelers and Pilgrims",201512,0,0,1,0
"Though grand jury decided not to indict any jailers in connection with Ms. Bland’s death, the panel could still consider criminal charges against the arresting trooper.",Sandra Bland’s Family Calls for Criminal Charges Against Texas Trooper,201512,0.5106,0,0.852,0.148
"A collection of some of the best books of photography from this year, as selected by Teju Cole and editors of The New York Times magazine.",The Best Photo Books of 2015,201512,0,0,1,0
"Implicitly elbowing aside Marco Rubio, Ted Cruz said that the Republican nomination could come down to either him or Donald J. Trump.",Ted Cruz Agrees With Donald Trump: It’s Turning Into a Two-Man Race,201512,-0.7506,0.273,0.64,0.087
"The recall, which includes Crown Victoria and Mercury Grand Marquis sedans from the 2003 to 2005 model years, follows a federal investigation.","Ford Recalls 313,000 Sedans to Fix Headlight Problem",201512,0.6369,0,0.851,0.149
The state will stop recognizing concealed-carry permits from states whose permit laws don’t meet certain standards.,Virginia’s Wise Move on Concealed Carry,201512,0,0,1,0
A judge in Minnesota granted in part a request by the Mall of America for a restraining order against Black Lives Matter activists who have planned a demonstration there on Wednesday.,Judge Bars Black Lives Matter Organizers From Mall Protest,201512,0.4588,0,0.87,0.13
Presiones internas y externas agobian a una Europa paralizada por la burocracia y aferrada a sus propias contradicciones.,¿Podría Europa sobrevivir otro 2015?,201512,-0.0258,0.12,0.765,0.115
"One writer buttoned up, another untucked, John Updike and Jim Harrison couldn’t be more different. But poetry strips away external identities to reveal the similarities within.","Review: Men of Letters, John Updike and Jim Harrison, and Their Poems",201512,0.3612,0,0.842,0.158
"Athevening, graphic prints and layering at Carolina Herrera, Michael Kors and more.",Trends From the Pre-Fall 2016 Collections,201512,0,0,1,0
Songkick’s lawsuit asserts that Live Nation and Ticketmaster pressure artists not to do business with the smaller ticketing company.,"Songkick Sues Live Nation, Saying It Abuses Its Market Power",201512,0,0,1,0
Recent commercial real estate transactions in New York City.,Recent Commercial Real Estate Transactions,201512,0,0,1,0
"Arsenal, which has come to be known as a perennial also-ran, is in second in the Premier League, and many people, including bookmakers, don’t believe Leicester City will hold on to first.","Arsenal, for Once, Is Poised for a Premier League Title",201512,-0.4767,0.194,0.806,0
"Get recommendations from New York Times reporters and editors, highlighting great stories from around the web. Today, great reads from Deborah Sontag, Gilbert Cruz and others.",What We’re Reading,201512,0,0,1,0
"Across the country, many American Muslims are now saying it is no longer enough to denounce terrorism and assert that Islam is a religion of peace.",U.S. Muslims Reach Out to Address Questions on Islam and Violence,201512,0,0,1,0
"The streaming video provider was once a welcome customer, but now it’s on pace to outspend rivals just as the TV landscape is shifting in its favor.",Netflix Increasingly Threatens TV Powerhouses,201512,0.8481,0,0.745,0.255
"Galen Marsh, who was fired after some of the downloaded information was found posted on the Internet, had faced a maximum of five years in prison.",Ex-Morgan Stanley Adviser Receives Probation for Data Theft,201512,-0.6908,0.273,0.623,0.104
"Photos from The West Bank, India, Nepal and Egypt.","Dec. 22, 2015 — Pictures of the Day",201512,0.6757,0,0.812,0.188
"As part of his yearly holiday tradition, Peter Mattaliano honors the memory of a woman whose century-old letter to Santa Claus he discovered hidden in his fireplace.",A Letter From Christmas Past,201512,-0.7845,0.231,0.769,0
The West Bank and More — Pictures of the Day,Pictures of the Day: The West Bank and Elsewhere,201512,0,0,1,0
"If Social Security’s shrinking trust funds aren’t replenished, pensions of the future may not be enough to live on.",An Aging Society Changes the Story on Poverty for Retirees,201512,0.7184,0,0.8,0.2
Syed Rizwan Farook said he and Tashfeen Malik had met on a website and had become engaged after “several weeks of emailing” in an application for her fiancée visa to the United States.,Visa Form Adds Details on How San Bernardino Attacker Met Wife,201512,0,0,1,0
"Two-thirds of women reported having a child by the sixth cycle, upending the assumption that the chances after three or four failed tries are dismal.","With In Vitro Fertilization, Persistence Pays Off, Study Suggests",201512,0.5106,0,0.845,0.155
"Facing an old teammate, the Ducks’ Carl Hagelin, the Rangers won their final home game of 2015 with a power-play goal from Mats Zuccarello in overtime, stopping a recent slide.",Rangers’ Top Goal Scorer Gives Team a Much-Needed Lift,201512,0.6705,0,0.845,0.155
Two recently restored works by the 17th-century Dutch artist Isack van Ostade reveal figures behaving less than decorously.,Dutch Old Master Paintings Exposed (in More Than One Sense),201512,-0.7579,0.243,0.698,0.06
"Nelson Barbosa, on the job for less than two days, tried to assure skeptics that Latin America’s largest economy was “starting to get better.”",New Finance Minister in Brazil Seeks to Counter Pessimism,201512,0.4767,0.051,0.831,0.118
"Lakeisha Holloway, who is accused of crashing her car into pedestrians in Las Vegas, killing one person and injuring dozens more, was charged with murder.","Once Praised as Role Model, Suspect in Las Vegas Crash Fell on Hard Times",201512,0.34,0,0.876,0.124
"In a stark change in policy for a state known for its expansive gun rights, Virginia’s attorney general announced that the state was revoking its reciprocity agreements with 25 states.",Virginia to Stop Recognizing Concealed Gun Permits From 25 States,201512,0.25,0.054,0.853,0.093
The Federal Trade Commission’s new rules lay out for the first time how advertisers and publishers should deploy and label native ads.,F.T.C. Guidelines on Native Ads Aim to Prevent Deception,201512,-0.9243,0.389,0.611,0
"In 2016, Brussels, Berlin and international creditors will have fewer friends to turn to after a series of elections that have hollowed out Europe’s political center.",Election Results in Spain Are a Stinging End to Europe’s Year,201512,-0.0772,0.079,0.852,0.069
Mr. Pu is one of the leading figures in an independent legal movement that has managed to blossom over more than a decade despite numerous obstacles.,Conviction of Pu Zhiqiang Affirms China’s Resolve to Muzzle Rights Lawyers,201512,0,0,1,0
"In the current regulatory environment, some executives may have new perspective on risk as it relates to their role in adopting corporate strategies.",Caution by Company Officers Can Create Problems for Boards,201512,0.4767,0,0.886,0.114
"The merger market is on track for a $4 trillion-plus year, and deal makers are no doubt celebrating, but this is also a time for reflection.","In a Record Year for Deals, Success and a Few Missteps",201512,0.1491,0.076,0.792,0.133
"Hillary Clinton proposed spending $2 billion a year on Alzheimer’s research, more than double the amount now set aside, and would pay for it through tax code changes.",Hillary Clinton Proposes Doubling Spending on Alzheimer’s Research,201512,-0.2732,0.087,0.913,0
The Obama administration imposed sanctions on 34 individuals and companies it said were circumventing American and international restrictions.,U.S. Imposes Sanctions Over Russia’s Intervention in Ukraine,201512,0,0.125,0.787,0.088
"Also, Marco Canora (broth) and Nick Morgenstern (ice cream) team up, Carla Hall is selling cookies, the Lion is closing, and more.",Eli Kulp’s High Street on Hudson Opens in the West Village,201512,-0.1027,0.051,0.949,0
"Representatives of the Syrian government and its opponents will participate, United Nations officials said, without providing details.","Syrian Peace Talks Planned for January, U.N. Official Says",201512,-0.0772,0.071,0.929,0
"Mr. Melgoza, the founder and chief executive of Geoscape, says there is a magic that happens when people are given time to pause, think and collaborate.",César Melgoza of Geoscape: Seeing Potential in Every Pause,201512,0,0,1,0
"The league will not help pay for a study to try to find a way to diagnose a degenerative brain disease, despite its potential implications for football players.","$16 Million for Brain Research, but $0 from N.F.L.",201512,0.4215,0,0.851,0.149
"“L’Étoile,” a long-overlooked piece by the French composer Emmanuel Chabrier, is working its way back into the repertoire.",Royal Opera Blows the Dust Off an Operetta,201512,0,0,1,0
"Shaima Qassem Abdelrahman, 20, won the honor in a contest that faced fierce conservative opposition.",First Miss Iraq Since 1972 Is Crowned,201512,-0.2411,0.085,0.866,0.049
"As theater companies prepare to go all out in 2016 to commemorate the anniversary, opera companies are doing the same, to honor his vast contribution to their art.","Singing Shakespeare, 400 Years After His Death",201512,0,0,1,0
"A pageant organizer discussed Saturday's event in Baghdad, at which the first official Miss Iraq since 1972 was crowned.",National Beauty Pageant Returns to Iraq,201512,0.7845,0,0.635,0.365
"A roundup of festivals, concerts, opera and dance on world stages this winter.","Performance Guide: Music, Ballet and a Smattering of Tragedy",201512,0.4939,0,0.894,0.106
The theater director Peter Sellars again teams up with the Berlin Philharmonic for a new staging of “Pelléas et Mélisande.”,"In Berlin, Reinventing an Operatic Tradition",201512,-0.1531,0.086,0.914,0
A plan to remove some of the curved partitions at the Palais Garnier opera house in Paris has consumed and divided opera fans.,"In Paris, an Outcry Over an Operatic Gem",201512,0.3612,0,0.815,0.185
"De Aza, a left-handed batter who will turn 32 in April, can play all three outfield positions and could split time with Juan Lagares in center.",Mets and Alejandro De Aza Are Said to Be Near One-Year Deal,201512,0,0,1,0
"One person was taken into custody, and the worker was taken to a hospital. The police said businesses at the Long Island mall had resumed normal operations.",Worker Shot at Roosevelt Field Mall During Robbery,201512,0,0,1,0
"The Stars, who lead the Western Conference, played the Blackhawks (44 points) on Tuesday and will play the Blues (44 points) on Saturday and Sunday.",N.H.L. This Week: Stars Face Central Division Rivals,201512,0.34,0,0.909,0.091
Food with a focus on vegetables at this cider bar on the Lower East Side.,Wassail,201512,0,0,1,0
"A poem about New York City: right side up, and the other city reflected in the river’s dark water, shimmering with light.",A New York Atlantis,201512,0.5859,0,0.827,0.173
"Authorities say rescuers have pulled one body from the earth, but 76 people remain missing after a giant landslide engulfed buildings in southern China.",First Body Recovered in Shenzhen Rubble,201512,-0.296,0.145,0.855,0
"For newcomers who can assimilate quickly, there can be advantages — for them and for business leaders who hope they can help the German economy.",Migrants Find an Edge in Germany’s Economy Through Language,201512,0,0,1,0
"The tide of migrants arriving in Germany could be an economic boon for its aging economy. But even qualified, German-speaking newcomers face an uncertain future in their new home.",Migrants Find Work in Germany,201512,-0.4215,0.113,0.887,0
"United States presidents, through the years, enjoyed the holiday season with family members while also taking part in functions as commander in chief.",First Draft Focus: Have a Presidential Christmas,201512,0.7964,0,0.731,0.269
"Helen Ellis, a high-stakes cards player and self-described Upper East Side housewife, gets ready for the release of her new short-story collection, “American Housewife.”",The Real Housewife of New York (Who Happens to Be a Poker Star),201512,-0.296,0.073,0.927,0
"Donald J. Trump has said that he would use his deal-making prowess to reduce costs and pay for his tax cuts and programs, though an analysis of his plan by the Tax Policy Center sees a benefit for the wealthiest Americans and trillions of dollars ...",Analysis of Donald Trump Tax Plan Sees a Boon for Wealthy and Trillions in Debt,201512,0.8316,0,0.694,0.306
The N.F.L.’s folly of the moment is putting the ball in the air when keeping it on the ground is more likely to work.,Coaches Are So Close but Can’t See It: Just Run the Ball,201512,0.3612,0,0.898,0.102
"Normal weight men, no matter what their level of fitness, were at lower risk of premature death than obese men in the highest one-quarter for fitness.",Can You Be ‘Fat but Fit’?,201512,0.5574,0.071,0.807,0.122
"Soldiers began a fierce assault against the Islamic State, and by Tuesday evening had reached the edges of the city center despite heavy resistance.",Iraqi Forces Fighting ISIS for Ramadi Push Toward City Center,201512,0,0,1,0
The League of American Orchestras said it was unaware of any other orchestra tours being canceled for safety reasons.,"Dallas Symphony, Citing Security Concerns, Cancels Tour",201512,-0.7269,0.3,0.548,0.153
"Ms. Erivo, a 28-year-old British actress, is the talk of Broadway as critics rave about her performance as Celie in a revival of “The Color Purple.”",The Actress Cynthia Erivo Rises With ‘The Color Purple’,201512,-0.5267,0.145,0.802,0.053
"Podemos y Ciudadanos lograron reducir los votos de los partidos tradicionales, el PP y el Partido Socialista (PSOE), a poco más de un 50 por ciento.",Los resultados electorales de España reflejan un marcado rechazo a la austeridad,201512,0.25,0.083,0.787,0.13
"The city hopes to attract millennials downtown with competitively priced housing, stores, restaurants and other amenities.","In White Plains, New Places to Live and Linger",201512,-0.296,0.087,0.913,0
"New construction in White Plains could help revitalize the city’s downtown by adding about 2,000 units of housing.","White Plains Recasts Its Downtown, Aiming to Attract Residents",201512,0,0,1,0
"The Texas authorities said the mother of Ethan Couch, who vanished after being sentenced to probation in a deadly drunken-driving crash, had been added to a missing persons database.",Texas Reels After Teenager in ‘Affluenza’ Case and His Mother Disappear,201512,0.6486,0,0.725,0.275
The MIT Gang attacks.,Saving The World Economy,201512,0.4019,0,0.863,0.137
"Ursula Gauthier, a French reporter who wrote an article critical of China’s treatment of the Uighur minority, must leave before Jan. 1 unless her credentials are renewed.",Journalist Says China May Expel Her for Article on Uighurs,201512,-0.6124,0.2,0.8,0
"The plan, which would go into effect next year for 20,000 public employees, is among the most generous municipal family-leave policies in the nation.",New York to Offer 6 Weeks Paid Parental Leave to Nonunion Workers,201512,-0.4404,0.492,0.508,0
"The death of Joseph Lemm, who died in a suicide bombing along with five other Americans, was felt throughout the Police Department as well as in his Nebraska hometown.",New York Detective Killed in Afghanistan Is Mourned as an ‘Unassuming Hero’,201512,-0.3612,0.132,0.868,0
The expanding criminal enterprise in South Africa has driven several animal species to near extinction while fueling the growth of international gangs.,U.S. Pours Millions Into Fighting Poachers in South Africa,201512,0.5563,0,0.865,0.135
The options today combine fashion and function and are designed with globe-trotters in mind.,Backpacks: The Carry-On Bag of Choice,201512,-0.8979,0.315,0.63,0.055
"Adam Kirsch and Anna Holmes discuss what Austen’s work says now, 200 years after “Emma” was published.",What Do Jane Austen’s Novels Have to Tell Us About Love and Life Today?,201512,-0.2023,0.131,0.769,0.1
"Fifty percent of Americans would be embarrassed if Mr. Trump was president, according to a new poll.",Facts & Figures: The Embarrassing Donald Trump,201512,0,0,1,0
A hedge fund manager’s donation to the Museum of Modern Art is one of the largest gifts in its 86-year history.,$40 Million MoMA Gift from Kenneth C. Griffin Brings Naming Rights to Johnson Wing,201512,0,0,1,0
Conflicts in the upscale neighborhood of Highgate are the consequence of a widening global divide between the über-rich and the rest.,The Rich Are Fighting the Superrich Over Britain’s Manicured Lawns,201512,-0.3612,0.143,0.857,0
"Two bodies have been recovered from the site of Sunday’s landslide in the southern Chinese boomtown of Shenzhen, where some saw the disaster as inevitable but where alarms got little attention.","Before Shenzhen Landslide, Many Saw Warning Signs as Debris Swelled",201512,0,0,1,0
"Tuesday: A good Samaritan story, rainy weather, and Christmas trees.",New York Today: Lost and Found,201512,-0.3818,0.12,0.88,0
"Chefs, restaurateurs and fishmongers are taking on the mission of selling wild and local fish whose populations are not threatened with extinction.",Seafood Restaurants Cast a Wider Net for Sustainable Fish,201512,-0.6369,0.152,0.848,0
"“It’s not just about providing space; anyone can do that. It’s nurturing the arts,” said Eduardo Padrón, the president of Miami Dade College, who is offering Dimensions Variable a long-term home.",Artist-Run Gallery Finds a Home on Miami Dade College Campus,201512,0.3818,0.116,0.625,0.259
Pu Zhiqiang has been one of the few lawyers willing to forcefully defend political activists.,Courage on Trial in China,201512,0.357,0,0.894,0.106
Unforgettable quotes from the last 12 months.,The 12 Best Things Anyone Told T in 2015,201512,0.4588,0,0.906,0.094
"Half a dozen ballerinas make their debuts as the Sugarplum Fairy, and great past performances of the role can be appreciated anew.","So Many Sugarplums, Past and Present",201512,-0.2732,0.13,0.87,0
"To transform Eddie Redmayne’s character from masculine to feminine, costume and makeup designers held fittings a year before the film was announced.",The Liberation of Lili in ‘The Danish Girl’,201512,0,0,1,0
"Known as the South American Tibet, the Elqui Valley draws mystics, swamis and psychics, along with their followers.",Finding a Warm Welcome in the Elqui Valley,201512,0.8126,0,0.72,0.28
"Geothermal energy, lava-rock filtration and an Arctic-grazing terroir combine to produce exceptional spirits with unique flavors.","In Iceland, Welcome to the Craft Liquor Revolution",201512,0,0,1,0
The Greek bank began exploring “strategic options” for Finansbank last year after the European Central Bank identified a capital shortfall.,National Bank of Greece to Sell Turkish Lender to Qatar Bank,201512,0,0,1,0
A recording by the civil rights lawyer Pu Zhiqiang casts light on a disgraced official’s detention and underscores his activism.,Video Exemplifies Lawyer’s Civil Rights Campaign in China,201512,0.2732,0,0.877,0.123
"The director and others involved in the film, including Leonardo DiCaprio, speak of the movie’s hard-core challenges, natural as well as man-made.",About That Bear: Alejandro G. Iñárritu Discusses Making ‘The Revenant’,201512,0,0,1,0
"From the International Herald Tribune archives: Belgium protests the acquittal of Robert Jan Verbelen, a former major in the Belgian SS, in 1965.",1965: Belgium Protests Acquittal,201512,-0.765,0.336,0.664,0
"An aircraft carrying a team of technicians from India’s Border Security Force burst into flames after crashing near an airport boundary wall, killing all on board.",Crash Near New Delhi Airport Leaves 10 Dead,201512,0.5994,0,0.763,0.237
"A small aircraft crashed outside the airport in India’s capital on Tuesday, killing all people on board. Seen here are efforts to extricate the wreckage.",New Delhi Plane Wreckage Removed,201512,-0.2263,0.083,0.917,0
"While much of the news media attention on a criminal justice overhaul has been focused on Congress, the states have been the real incubators of proposals to trim sentences for nonviolent offenders and to ease their transition out of prison.",Focus of Criminal Justice Efforts Shifts to States,201512,-0.4588,0.148,0.772,0.081
"After a few tough weeks, I found myself sinking deeper and deeper into the cold, dark waters of deployment—not where the kids need me to be during the holidays.",Finding a Christmas Spirit Amid Deployment Blues,201512,-0.6597,0.161,0.839,0
"Ted Cruz is strongly contesting Donald J. Trump nationally, according to a new Quinnipiac University poll that shows the Texas senator essentially deadlocked with real estate mogul and front-runner in the race for the Republican presidential nomin...",Ted Cruz Presses Donald Trump in New National Poll,201512,-0.128,0.181,0.629,0.191
"More than a million asylum seekers reached Europe in 2015, taxing the Continent’s resources, prompting a backlash and exposing rifts in the European Union.",How a Record Number of Migrants Made Their Way to Europe,201512,0.2732,0.052,0.859,0.089
"John McCain, Joseph I. Lieberman and now Lindsey Graham, whose hawkish foreign policy positions united them even as they butted heads with their respective parties, all tried their hands at running for the White House only to return to the upper c...",Lindsey Graham Follows the Path of His Old Friends,201512,0.2732,0,0.943,0.057
"The design, by the Japanese architect Kengo Kuma, is a traditional oval shape with a partial roof that incorporates exposed wooden beams.",Japan Selects New Plan for 2020 Olympic Stadium in Tokyo,201512,-0.1779,0.089,0.851,0.06
"A growing cadre of chefs, restaurateurs and fishmongers is taking on the mission of selling wild and local fish.",Selling Seafood Sustainability,201512,0.8074,0,0.825,0.175
The Dark Side of Cord-Cutting | A Fight Behind The Scenes of Luxury | Martin Shkreli and the Company Gatekeeper,Morning Agenda: Sued Over Old Debt and Unable to Go to Court,201512,-0.0772,0.064,0.936,0
Here’s what you need to know to start your day.,Your Tuesday Briefing,201512,0.1779,0,0.909,0.091
Here’s what you need to know to start your day.,"Your Tuesday Briefing: Sandra Bland, Taliban, SpaceX",201512,-0.3818,0.14,0.86,0
Ozil has emerged as a playmaker whose ability to pry open opposing defenses may give Arsenal its best chance in years of winning the Premier League.,"After 2 Years, Arsenal’s Mesut Ozil Finally Gets His Due",201512,0,0,1,0
A reader asks: Does weight loss reverse nonalcoholic fatty liver disease?,Ask Well: Can You Reverse Fatty Liver?,201512,0,0,1,0
"Polish society isn't swinging to the right, it's cleaving down the middle between traditionalism and liberalism.",Driving Poland Apart,201512,0.9118,0,0.595,0.405
Christmas is getting a brand new look.,Cartoon: Seasonal Change,201512,-0.3182,0.204,0.796,0
Florence Adepoju is breaking beauty rules with her MDMflow makeup line.,Hip-Hop Colors for Your Lips,201512,0,0,1,0
"Do you see it as a way to jump-start a future career, such as in singing or cooking? Or do you just want to be on the show for the fun of it?",What Reality TV Show Would You Want to Be a Guest Star On?,201512,0,0,1,0
