snippet,headline__main,year_mo,compound,negative,neutral,positive
"As winter’s chill settles in, mountaineering-inspired pieces provide a fresh answer to the age-old question of how to brave the elements in style.",Alpine-Inspired Looks for Winter,201412,0.6908,0,0.778,0.222
"This is a recipe for a popular riff on the classic Boston Cream Pie, with a crisp, flaky doughnut as the vessel for silky pastry cream. The only specialty tool you’ll need is a pastry bag. But you can also poke a funnel into the side of the doughn...",Time to Make the Doughnuts,201412,0.4404,0,0.915,0.085
"Where doughnut shops tend to rely on fluorescent red, sickly sweet jelly, you are free to use jelly (or jam, or marmalade, or whatever you like) that actually tastes good. The only specialty tool you’ll need is a pastry bag. But you can also poke ...",Time to Make the Doughnuts,201412,0.8481,0,0.82,0.18
"Persimmons make a colorful cool weather salad, combined with dark red Treviso and radicchio leaves and glistening ruby-like pomegranate seeds. Walnut oil and shallots give the vinaigrette an earthy flavor, accentuated by caramelized walnuts with s...",null,201412,0.3182,0,0.937,0.063
"At All’onda in Greenwich Village, the chef Chris Jaeckle channels Venice by way of Japan. This pasta dish, which I enjoyed in his restaurant a few weeks ago, sums it up. Fresh pasta with crab meat and a smidgen of tomato is brightened with yuzu, l...",null,201412,0.8271,0,0.821,0.179
"This is a rare vodka drink from Audrey Saunders, who was once famous for eschewing the flavorless spirit at her celebrated New York cocktail bar, Pegu Club. In keeping with her exacting style, the drink has been painstakingly workshopped down to t...",Vodka Comes In From the Cold,201412,0.6597,0,0.878,0.122
"Scott Gomez spent his first seven seasons with the Devils, winning two Stanley Cups and the award for rookie of the year.",Gomez Provides a Lift in Devils Encore,201412,0.4939,0.125,0.642,0.233
"Mayor Bill de Blasio held an impromptu news conference to announce the deal with unions representing 12,000 high-ranking officers, including police captains, sanitation chiefs and deputy jail wardens.",New York City and 8 Labor Unions Reach Tentative Contract,201412,0,0,1,0
Cleveland overcame a 10-point deficit in the fourth quarter to defeat the visiting Toronto Raptors.,LeBron James Scores 35 Points as Cavaliers Win Eighth in a Row,201412,-0.6908,0.322,0.678,0
Before their loss Tuesday — their ninth straight — the Knicks faced questions about what they perceived Jackson meant when he said the team was developing a loser’s mentality.,Loser’s Mentality? Knicks Puzzle Out Phil Jackson’s Remark,201412,-0.1027,0.076,0.861,0.063
"Following Rolling Stone’s account of a gang rape at the school, its president, Teresa A. Sullivan, has been trying to navigate a path that has shifted by the day.",Students and Leaders Grapple With Crisis on University of Virginia Campus,201412,-0.6908,0.153,0.847,0
"An annual report says that in 2013 there were 40 instances in which officers shot at suspects, down from 45 the previous year and from an 11-year high of 61 in 2003.",Shootings by New York City Police Fell in 2013,201412,-0.34,0.072,0.928,0
"Christian Falero, who took off his clothes and killed two neighbors in Washington Heights, was found guilty on all charges on Tuesday, as jurors rejected his insanity defense.",Man Who Claimed Insanity Is Convicted in 2011 Murders,201412,-0.9423,0.411,0.551,0.038
Concerns about the future protection of the sage grouse may have scared off bidders for all but one of 97 oil and gas leases in Nevada.,Fears of Bird Protection Rules Scare Off Energy Lease Bidders,201412,-0.2382,0.072,0.928,0
"The agency leaked classified material to reporters to shape the perception that its detention and interrogation program was an effective tool in thwarting terrorism, according to a Senate report released Tuesday.",Report Says C.I.A. Used Media Leaks to Advantage,201412,-0.7906,0.283,0.638,0.079
Roderick A. Bradshaw went from being unemployed to attending a technology-based job-training program to juggling three part-time jobs and an internship.,"In a Zigzag, He Finds a Path to Success",201412,0,0,1,0
"Senator Harry Reid of Nevada, in some of his first extended remarks since the election, said his new role as minority leader would not discourage him from picking fights with Republicans.","Reid, in Diminished Role, Vows Fight With G.O.P.",201412,-0.0946,0.079,0.852,0.069
"Many in Kandahar, Afghanistan, prospered in the past 13 years. But now, foreign troops are gone, mostly, leaving behind a skittish city, torn between fear and hope.","Made Rich by U.S. Presence, Many in Kandahar Now Face an Uncertain Future",201412,-0.3182,0.167,0.74,0.093
An elaborate plan led to LeBron James wearing an “I Can’t Breathe” T-shirt when the Cavaliers faced the Nets in Brooklyn on Monday night.,"At Nets’ Game, a Plan for a Simple Statement Is Carried Out to a T",201412,0,0,1,0
"Lottery numbers for New York, New Jersey and Connecticut.","Winning Lottery Numbers for Dec. 9, 2014",201412,0,0,1,0
"When officers in Cleveland could not prove they had a warrant, Ms. Mapp’s objections led to a 1961 Supreme Court ruling that extended limits on police power and evidence.","Dollree Mapp, Who Defied Police Search in Landmark Case, Is Dead",201412,0.5574,0,0.878,0.122
"The police handled a pair of Union Theological Seminary graduate students in disparate fashion, arresting one only reluctantly.","Unequal Treatment of 2 Protesters in Eric Garner Case, One White and One Black",201412,-0.1027,0.08,0.92,0
The Supreme Court has reaffirmed its 2002 ban on executing intellectually disabled people. It should have stayed Robert Wayne Holsey’s death sentence.,Georgia’s Merciless Push to Kill ,201412,-0.296,0.236,0.535,0.23
"Journalists and bloggers around the world parsed the Senate torture report on Twitter, highlighting details and sharing reactions.",Evidence of C.I.A. Abuses Prompts Global #TortureReport Discussion,201412,-0.2732,0.172,0.705,0.123
David Robertson’s departure to the Chicago White Sox shows that the Yankees are learning the value of acquiring draft picks so they can nurture their own talent.,Yankees Deal With a Changed Landscape,201412,0.7823,0,0.753,0.247
"For nearly two decades, the company has struggled to tame ammonium nitrate, an inexpensive but unstable compound used to inflate its airbags.",Airbag Compound Has Vexed Takata for Years,201412,-0.6059,0.198,0.802,0
Stephanie Meadow of Northern Ireland is among several notable players who gained L.P.G.A. membership at the qualifying tournament in Florida last week.,The L.P.G.A. Tour Gains Some Geographic Diversity,201412,0.3818,0,0.89,0.11
"LEVINE--Judith R.,departed this ""mortal coil"" on December 9 in Stamford, CT after a brief illness. She leaves behind her husband, Leo; her son, Professor Steven Ross; her daughter, Dr. Nancy Fournier, and hundreds, if not thousands, of friends in ...","Paid Notice: Deaths  LEVINE, JUDITH R.",201412,-0.6433,0.127,0.873,0
"LEONG--Edward, (age 61). Passed away December 7 in McLean, VA. Born in Queens, Ed is survived by his parents, Douglas and Kam; brothers, Norman and Ernest; his wife, Janee, and their two children, Stephen and Anna. Please send flowers to Fairfax M...","Paid Notice: Deaths  LEONG, EDWARD",201412,0.6808,0,0.874,0.126
"KOBELT--Werner A. (90) - Chairman and Owner of Nipkow & Kobelt Textile, passed away on December 5. He is survived by his wife of 63 years, Eleonora vanReekum, two sons; Arnold and Peter, daughter; Brenda, 12 grandchildren and four great- grandchil...","Paid Notice: Deaths  KOBELT, WERNER A",201412,0.8126,0,0.833,0.167
"KIM-Jong Sok, New York, NY, passed away on December 9th at the age of 87. He was born on January 7, 1927 in Seoul, Korea. He had distinguished career with Bank of Korea, USOM, and Citibank. In his 28 years at Citibank, he started at their Seoul br...","Paid Notice: Deaths  KIM, JONG SOK",201412,0.3182,0,0.953,0.047
"JOSEPHY--Warren S. Congregation Emanu-El of the City of New York expresses to the family of our devoted member Warren Josephy, our deepest sympathies on the occasion of his passing. It is our hope and prayer that beautiful memories will linger as ...","Paid Notice: Deaths  JOSEPHY, WARREN S",201412,0.8591,0,0.804,0.196
"JOSEPHY--Warren S.,died on Tuesday at 97. Beloved husband of Joanne for 72 years, father of Jennifer and Andrea (Paul) Leiman, grandfather of Lauren, David and Jonathan. A World War II hero, he served as Captain in the field artillery. He landed o...","Paid Notice: Deaths  JOSEPHY, WARREN S.",201412,0.4588,0.08,0.779,0.141
"HILL--Marilyn Elaine, 75, born August 22, 1939, passed away on December 9, 2014. Longtime proud resident of Briarcliff Manor, N.Y. Elegant executive assistant par excellence. World traveler across continents and seas. Extraordinary courage and spi...","Paid Notice: Deaths  HILL, MARILYN ELAINE",201412,0.926,0,0.697,0.303
"HARTWELL--Anne V.,died on December 9 at home in Framingham, MA of pancreatic cancer discovered only three weeks earlier. We who are writing this, her children and husband of 59 years, can only say she was, quite simply, the light of our lives. She...","Paid Notice: Deaths  HARTWELL, ANNE V.",201412,-0.6597,0.097,0.903,0
"HALSEY--Vieva Banks, of Ponte Vedra Beach, FL, on November 13. Widow of Stephen Fowler Christy and Charles Wood Halsey. Mother of Vieva Christy Grenier of Bedminster, NJ, Barbara Christy Kimberly of Philadelphia, PA, Stephen Fowler Christy, Jr., o...","Paid Notice: Deaths  HALSEY, VIEVA BANKS",201412,0,0,1,0
"GERSHBERG--Dr. Myron R. Gershberg, 80, of Brooklyn, Manhattan, and Pawling, NY, died suddenly Tuesday, December 9. Dr. Gershberg retired from private practice & North General Hospital in Harlem, where he was Head of Psychiatry; he designed and man...","Paid Notice: Deaths  GERSHBERG, DR",201412,-0.5574,0.091,0.909,0
"GARVIN--Daniel F.,on December 9. Loved one, Friend, Stonewall Veteran has died. Son of the late Michael and Mary. Brother of Annie Ahearn and the late Michael. 1/3","Paid Notice: Deaths  GARVIN, DANIEL F.",201412,0.5423,0.104,0.692,0.205
"FREILICHER--Jane. The American Academy of Arts and Letters notes with sorrow the death of our distinguished colleague, whose beautifully honest paintings have an almost conversational ease and flow. She was a muse and friend to many contemporary N...","Paid Notice: Deaths  FREILICHER, JANE",201412,0.6275,0.144,0.611,0.245
"EDELSTEIN--Rosabelle Winer Miller. Born, December 30, 1910. Died in New York City, December 9, 2014. Wife of the late Mortimer S. Edelstein, mother of Jane Dara Rosenbloom, mother-in-law of Arthur Rosenbloom, grandmother of Maggie Dara Rosenbloom,...","Paid Notice: Deaths  EDELSTEIN, ROSABELLE WINER MILLER",201412,-0.5574,0.093,0.907,0
"MCOHEN--Morton on December 10, 2014. Beloved husband of Alicja, devoted father of Barry and Andy. Adored grandfather of David, Brian and Danielle. Also survived by a niece and nephews. Graveside service Thursday, December 11, 2014, 11 am at Sharon...","Paid Notice: Deaths  MCOHEN, MORTON ON DECEMBER 10",201412,0.8834,0.038,0.704,0.258
"BRADT--Morris ""Bud"", Jr.,born February 22, 1922, of Vero Beach, Florida, New York City, and Amagansett, New York, passed away peacefully on December 6th. He is survived by his wife of 58 years, Peggy Ann, his sons George (Meg) of Stamford, CT and ...","Paid Notice: Deaths  BRADT, MORRIS ""BUD"", JR.",201412,0.7717,0,0.86,0.14
"MILLAR--Lorraine. December 11. Deeply loved, greatly missed and forever remembered by her devoted family and many friends","Paid Notice: Memorials  MILLAR, LORRAINE",201412,0.804,0.107,0.505,0.388
KLIPSTEIN--Emil. Gone two years. We love you and miss you very much. Always in ours hearts. To-Quyen and family,"Paid Notice: Memorials  KLIPSTEIN, EMIL",201412,0.5574,0.07,0.746,0.184
"HUEBNER--Kurt. UJA-Federation of New York mourns the passing of Kurt Huebner, beloved father of Marshall Huebner (Dina). Kurt leaves behind a loving family who will carry on a tradition of exceptional Jewish philanthropy. We extend our condolences...","Paid Notice: Deaths  HUEBNER, KURT",201412,0.6705,0.079,0.716,0.206
Photographs from the past week in New York City and the region include scenes from the protests in the Eric Garner case and the royal visit.,New York City’s Week in Pictures: Dec. 12,201412,-0.2263,0.071,0.929,0
Catch up on the day’s top stories.,Your Evening Briefing,201412,0.2023,0,0.769,0.231
"Because of druids and Norse gods, basically.",Why We Kiss Beneath the Mistletoe,201412,0,0,1,0
Maria Grazia Chiuri and Pierpaolo Piccioli of Valentino brought the fashion equivalent of extreme sports to New York.,A Valentino Collection Tailored to New York,201412,0,0,1,0
A recent study illustrates how our ancestors evolved new defenses to starve meningitis-causing bacteria of the iron they need to grow.,An Evolutionary Battle Against Bacteria,201412,-0.296,0.128,0.796,0.075
Nominations were announced on Thursday morning.,Golden Globes 2015: The Nominees,201412,0,0,1,0
Maps showing the violent rise of the Islamist militant group that is waging a campaign of terror in Nigeria.,Boko Haram: The Other Islamic State,201412,-0.8074,0.313,0.687,0
"Esta es, quizá la más difícil petición que yo haría: que Peña Nieto encare a la nación, reconozca sus errores y ofrezca una disculpa al pueblo mexicano.",Lo que el Presidente de México debe hacer,201412,0,0,1,0
Here’s what you need to know to start your day.,Your Thursday Briefing,201412,0,0,1,0
Only a dictator could impose the further austerity required by the lenders.,Greece Can’t Suffer More Austerity,201412,-0.296,0.18,0.82,0
"Quotation of the Day for Thursday, December 11, 2014.",Quotation of the Day,201412,0,0,1,0
"Corrections appearing in print on Thursday, December 11, 2014.","Corrections: December 11, 2014",201412,0,0,1,0
Television highlights.,What’s on TV Thursday,201412,0,0,1,0
"Robertson, who had 39 saves as the Yankees’ closer last season, expressed excitement about the prospects of the White Sox, his new team.",David Robertson Not Surprised That Yankees Showed Little Desire to Keep Him,201412,0.6597,0,0.795,0.205
"Prosecutors charged Chisako Kakehi, 68, on Wednesday with murdering her husband, one of at least six men who have died while in a relationship with her.",Japan: Woman Charged in One of a String of Deaths,201412,-0.8658,0.306,0.694,0
"Judges at the International Criminal Court ruled Wednesday that Libya had failed to comply with court orders relating to Seif al-Islam el-Qaddafi, a son of the former Libyan dictator, and referred the matter to the United Nations Security Council.",The Hague: Court Seeks U.N. Help in Qaddafi Case,201412,-0.34,0.146,0.717,0.137
"Cannons were fired on Wednesday in celebration after twins were born to Prince Albert II, 56, and Princess Charlene, 36.",Monaco: Twins Are Born to Royal Couple,201412,-0.5574,0.159,0.841,0
"Six of the biggest stars on the Spurs and the Knicks were held out of Wednesday’s game, but form still held.",Knicks Lose 10th Straight as Depleted Spurs Shine,201412,0,0,1,0
"The photographer Arne Svenson created portraits of passerby along a busy, blank white construction wall in the city.",Surreal Depictions of the Denizens of Las Vegas,201412,0.25,0,0.889,0.111
,null,201412,0,0,0,0
,null,201412,0,0,0,0
"Top-ranked Kentucky gave up the first 11 points, still trailed at halftime and finally beat pesky Columbia, 56-46, at home.",Kentucky Tops Columbia,201412,-0.296,0.104,0.896,0
Airport workers have been attending the authority’s monthly meetings to press for a minimum wage of $10.10 an hour at its three major airports.,Board of Port Authority Proposes a Wage Increase for Airport Workers,201412,0,0,1,0
The hip-hop moguls met with Gov. Andrew M. Cuomo to press for changes in the way the criminal justice system handles cases of alleged police brutality.,Jay Z and Russell Simmons Seek Justice Reforms,201412,-0.6124,0.219,0.68,0.101
The official account of a mission to rescue an American hostage being held by the Qaeda affiliate in Yemen was impossible to reconcile with villagers’ accounts.,Conflicting Accounts Rise in Failed Hostage Rescue in Yemen,201412,0.5106,0,0.879,0.121
"The city of Manaus is reeling from expanding drug violence, including the targeting of the police and grisly murders in gang turf wars.",Drug Trade Transforms an Amazon Outpost,201412,-0.9136,0.369,0.631,0
"Two military psychologists used a dog experiment as the basis for interrogations designed to eliminate detainees’ “sense of control and predictability,” the Senate report said.",Architects of C.I.A. Interrogation Drew on Psychology to Induce ‘Helplessness’,201412,0,0,1,0
"By the end of a night in which they were blown out by the Bulls, the Nets had traded Andrei Kirilenko to the 76ers, according to a person with knowledge of the deal.","Amid Trade Rumors, Sluggish Nets Drop Third Straight",201412,0,0,1,0
The aim is to persuade Russia to address the Obama administration’s accusation that it has developed a ground-launched cruise missile in violation of a 1987 treaty.,Pentagon to Press Russia on Arms Pact Violation,201412,-0.6369,0.191,0.809,0
"Miguel De Los Santos received 25 years to life in the death of Manuel Gonzalez, who was killed while armed men were trying to pry information about a relative out of him.",Judge Sentences Drug Dealer in ’99 Manhattan Murder,201412,-0.8555,0.225,0.775,0
"Officials in Enfield, north of Hartford, said the blaze occurred in a two-family house along the Connecticut River.",Connecticut Fire Leaves Four Dead ,201412,0,0,1,0
"Calls for international prosecution, legal experts say, are likely to grow so long as the United States chooses not to prosecute its own.","Americans Involved in Torture Can Be Prosecuted Abroad, Analysts Say",201412,0.3309,0.111,0.661,0.228
"JACOBSON--Florence Johnson, 86, Naples FL, formerly of Spring Lake and Verona, NJ died from complications of Parkinson's Disease on Tuesday, December 9, 2014 in Naples, FL. Florence was a graduate of Montclair Kimberly Academy and Caldwell College...","Paid Notice: Deaths  JACOBSON, FLORENCE JOHNSON",201412,-0.7351,0.154,0.846,0
"HICKMAN--J. Kenneth. 86, of Summit, NJ passed away December 10, 2014. Graduated Regis High School (1946), Fordham University (1951). Korean War Veteran. Chairman of the Board of Trustees of Regis and Trustee Emeritus of Fordham. Served on Advisory...","Paid Notice: Memorials  HICKMAN, J. KENNETH. 86, OF SUMMIT, NJ PASSED AWAY DECEMBER 10, 2014. GRADUATED REGIS HIGH SCHOOL (1946), FORDHAM UNIVERSITY (1951). KOREAN WAR VETERAN. CHAIRMAN OF THE BOARD OF TRUSTEES OF REGIS AND TRUSTEE EMERITUS OF FORDHAM. SERVED ON ADVISORY COMMITTEES AT RUTGERS GRADUATE SCHOOL OF BUSINESS AND SETON HALL UNIVERSITY. AFTER 37 YEARS WITH ARTHUR ANDERSEN, KEN RETIRED AS A SENIOR PARTNER HAVING OPENED THE NEWARK OFFICE AND SERVED AS DIRECTOR OF INTERNATIONAL BUSINESS PRACTICE IN NEW YORK. KEN SERVED ON NATIONAL FOREIGN TRADE COUNCIL, FOREIGN POLICY ASSOCIATION, BUSINESS COUNCIL FOR INTERNATIONAL UNDERSTANDING, IRELAND, US COUNCIL, AND US, USSR TRADE AND ECONOMIC COUNCIL. FOUNDER AND CHAIRMAN OF THE US INDUSTRY COORDINATING GROUP ON EUROPEAN UNION MATTERS, MEMBER OF AMERICAN COUNCIL ON GERMANY, NATIONAL COMMITTEE FOR US, CHINA RELATIONS, ECONOMIC CLUB OF NEW YORK, AND INDUSTRY ADVISORY COMMITTEE TO THE OFFICE OF THE US TRADE REPRESENTATIVE. MEMBER OF AMERICAN INSTITUTE OF CPAS AND NY AND NJ SOCIETIES OF CPAS. KEN HAD STRONG CONVICTIONS AND HELD EVERYONE TO THE HIGHEST STANDARDS, YET HE WAS HUMBLE AND ACCESSIBLE. QUICK, WITTED, HE WAS A WONDERFUL STORY TELLER. HE WAS A LOYAL, THOUGHTFUL AND EASY FRIEND, FREELY GIVING OF HIS TIME AND COUNSEL. KEN IS SURVIVED BY HIS WIFE IRENE (DAVIS), DAUGHTERS TRISH, CAROLYN AND BETH, FOUR GRANDDAUGHTERS AND A GREAT, GRANDSON. KEN IS ALSO SURVIVED BY HIS BROTHER WALLACE AND HIS FAMILY. SERVICES WILL BE HELD ON TUESDAY, DECEMBER 16TH, 10:45AM AT ST. TERESA OF AVILA CHURCH, 306 MORRIS AVE, SUMMIT, NJ. RELATIVES AND FRIENDS ARE INVITED TO VISIT ON MONDAY, DECEMBER 15, 2, 4PM AND 7, 9PM AT THE BRADLEY BROUGH & DANGLER FUNERAL HOME, 309 SPRINGFIELD AVE, SUMMIT, NJ. IN LIEU OF FLOWERS, THE FAMILY REQUESTS THAT MEMORIAL DONATIONS BE MADE TO ALZHEIMER'S ASSOCIATION OF AMERICA OR FORDHAM UNIVERSITY. FOR FURTHER INFO, PLEASE VISIT: BRADLEYFUNERALHOMES.COM 1",201412,-0.6369,0.148,0.776,0.075
"HAZAN--Jane Freilicher, nee Niederhoffer, 90, of New York City and Water Mill, NY, on December 9, of complications from pneumonia. Beloved wife of Joseph Hazan, who predeceased her. Survived by her daughter Elizabeth, son-in-law, Stephen Hicks and...","Paid Notice: Deaths  HAZAN, JANE FREILICHER",201412,0.765,0,0.841,0.159
"FREILICHER--Jane. Tibor de Nagy Gallery mourns the loss of beloved painter Jane Freilicher. An extraordinary artist and exceptional friend, Jane will be profoundly missed. We will never forget her incisive humor, her acute intelligence, her integr...","Paid Notice: Deaths  FREILICHER, JANE",201412,0.6669,0.16,0.568,0.271
"EICHLER--Paul. The staff and trustees of the Feinstein Institute for Medical Research and the North Shore- LIJ Health System mourn the loss of Paul Eichler, a member of the Feinstein Institute's board of directors and associate trustee of the heal...","Paid Notice: Deaths  EICHLER, PAUL",201412,-0.4215,0.118,0.806,0.076
"BYE--Theodore S.,of Boca Raton, FL, Woodmere, NY, and Brooklyn, NY on December 10 at age 88. Son of Harry and Mildred Bye, brother of Elaine Bye. Ted graduated with a PhD in Organic Chemistry from Ohio State University in 1951. After an accomplish...","Paid Notice: Deaths  BYE, THEODORE S.",201412,0,0,1,0
"ALKOFF--Jerry. 12/12/37-10/11/14. Don't you ever ask them why/If they told you, you would cry/So just look at them and sigh/And know they love you. We miss you so much. Rene, Gay, Rose and Flora","Paid Notice: Memorials  ALKOFF, JERRY",201412,0.5574,0.042,0.847,0.111
Catch up on the day’s top stories.,Your Evening Briefing,201412,0.2023,0,0.769,0.231
The annual festival of Our Lady of Guadalupe is a national holiday in Mexico.,Why Millions of Pilgrims Are Streaming to Mexico City,201412,0.7096,0,0.651,0.349
Valitalia offers Italian furniture at reduced prices online and also at a new pop-up shop in SoHo.,"Italy Comes Home, at a Discount",201412,0,0,1,0
"A sampling of holiday celebrations, including dance and theater events, in New York City.","Glory, Soulful and Global",201412,0.4019,0,0.816,0.184
A sampling of performances of Handel’s “Messiah” and other oratorios (soloists are featured in most performances) in New York City.,"Handel, From the Bronx to Brooklyn",201412,0,0,1,0
"A sampling of holiday presentations at churches, cultural centers and concert halls in New York City, compiled by Anne Mancuso.","Hark! The Angels Sing, and the Carolers, Too",201412,0.4019,0,0.87,0.13
"A currency printing mold from Benjamin Franklin, and some mighty precious hardware.",How Franklin Thwarted Counterfeiters ,201412,0.5719,0,0.73,0.27
"The Browns’ Johnny Manziel may not be the tallest quarterback, but quarterbacks his height have had success throughout N.F.L. history.",Week 15 N.F.L. Matchups,201412,0.7227,0,0.79,0.21
Here’s what you need to know to start your day.,Your Friday Briefing,201412,0,0,1,0
"Quotation of the Day for Friday, December 12, 2014.",Quotation of the Day,201412,0,0,1,0
"Corrections appearing in print on Friday, December 12, 2014.","Corrections: December 12, 2014",201412,0,0,1,0
Television highlights.,What’s on TV Friday,201412,0,0,1,0
"Torino came back to beat nine-man Copenhagen, 5-1, and complete a sweep.",Torino Wins to Advance in Europa League,201412,0,0,1,0
"Oregon quarterback Marcus Mariota won the Maxwell Award, given to the nation’s outstanding player.",Oregon Quarterback Marcus Mariota Earns Awards,201412,0.9042,0,0.495,0.505
Ding Junhui of China became the first Asian player to take the world No. 1 snooker ranking,Chinese Player at No. 1 in Snooker Ranking,201412,-0.296,0.128,0.872,0
McLaren announced that Fernando Alonso and Jenson Button would be its team for the 2015 Formula One season.,McLaren Names Fernando Alonso and Jenson Button to Team.,201412,0,0,1,0
Jason Day and Cameron Tringale hold a two-stroke lead in the Franklin Templeton Shootout.,Jason Day and Cameron Tringale Lead Franklin Templeton Shootout,201412,0,0,1,0
"Sean Abbott, the Australian fast bowler who delivered the ball that killed Phillip Hughes, returned to cricket on Friday.",Bowler of Fatal Cricket Ball Returns,201412,-0.6705,0.2,0.8,0
"Russell Westbrook scored 26 points, and host Oklahoma City took advantage of LeBron James’s absence to beat the Cleveland Cavaliers.",Cavaliers Fall to Thunder,201412,0.25,0,0.905,0.095
"Eight weight lifters, including two gold medalists, were provisionally suspended after failing doping tests at last month’s world championships.",Eight Weight Lifters Fail Doping Tests,201412,-0.4939,0.25,0.625,0.125
The Court of Arbitration for Sport reduced the sailor Dirk de Ridder’s suspension from sanctioned events from three years to 18 months.,"Suspension for Dirk de Ridder, a Sailor, Is Cut",201412,0,0,1,0
Wisconsin Athletic Director Barry Alvarez will coach the Badgers in the Outback Bowl against Auburn on Jan. 1.,Barry Alvarez to Coach Wisconsin in Outback Bowl,201412,0,0,1,0
"A selected guide to readings, exhibitions, walking tours and other cultural events in New York City.",Spare Times for Dec. 12-18,201412,0,0,1,0
"A selected guide to cultural events for children, teenagers and families in New York City.",Spare Times for Children for Dec. 12-18,201412,0,0,1,0
"In a video, the Bottega Veneta creative director discusses an initiative to raise awareness of the potential destruction of significant midcentury buildings.",Tomas Maier’s Quest to Preserve Japanese Modernist Landmarks,201412,0,0.14,0.682,0.178
"A selected, critical guide to the visual arts in New York City.",Museum & Gallery Listings for Dec. 12-18,201412,-0.3182,0.187,0.813,0
A selected guide to dance performances in New York City.,Dance Listings for Dec. 12-18,201412,0,0,1,0
"A selected, critical guide to classical music performances in New York City.",Opera & Classical Music Listings for Dec. 12-18,201412,-0.3182,0.187,0.813,0
"A selected, critical guide to performances in New York City.",Jazz Listings for Dec. 12-18,201412,-0.3182,0.223,0.777,0
"A selected, critical guide to holiday-themed concerts as well as performances of rock, pop, cabaret and more in New York City.","Pop, Rock & Cabaret Listings for Dec. 12-18",201412,-0.0516,0.103,0.804,0.094
"A critical guide to movies playing in theaters, as well as a selected overview of film series and festivals.",Movie Listings for Dec. 12-18,201412,0.4767,0.106,0.599,0.295
"A selected guide to improv, stand-up and other comedy shows in New York City.",Comedy Listings for Dec. 12-18,201412,0.3612,0,0.828,0.172
"A critical guide to productions in New York City, including shows in previews.",Theater Listings for Dec. 12-18,201412,-0.3182,0.173,0.827,0
The Islanders lost their third in a row while the Devils lost their second consecutive game.,Blues Overpower Islanders to Force Third Straight Loss; Devils Fall to Flyers ,201412,-0.8074,0.409,0.591,0
"The arrest of Moshe Mirilashvili set off jubilation by activists in his neighborhood, who said his customers loitered nearby and appeared to be drug dealers.",U.S. Arrests Manhattan Doctor in Oxycodone Ring,201412,-0.34,0.091,0.909,0
"For 21-year-old Carlos Montañez, his family and passion for radio is what motivates him to follow his dream of working in broadcasting, despite life’s roadblocks.","Despite Making Sacrifices for Family, a College Student Still Pursues His Dream",201412,0.6124,0,0.821,0.179
A five-judge panel in Manhattan must determine if the company can intervene when it believes the government’s request tramples on the right of customers to be protected from unreasonable searches.,Court Weighs Facebook’s Right to Challenge Search Warrants on Users’ Behalf,201412,0.4404,0,0.906,0.094
"Patrick Morgan of Buffalo had obtained Ecstasy pills for a friend, who in turn distributed some to a man who died at a Manhattan music festival in 2013.",Guilty Plea in Drug Death at Electric Zoo Festival,201412,0.7717,0.103,0.602,0.295
"The authorities said the gunman was last seen three days after the killing near a relative’s home in South Carolina, where he was already on probation for federal grand larceny charges.","Shooting Victim in the Bronx Was Mistaken for Gang Member, Police Say",201412,-0.5423,0.178,0.74,0.082
"Lottery numbersfor New York, New Jersey and Connecticut.",Lottery Numbers ,201412,0,0,1,0
A federal judge in St. Louis ordered Thursday that police forces in the region limit their use of tear gas when responding to peaceful protests.,Judge in St. Louis Orders Limits on Police Tear Gas Use,201412,0.3182,0.07,0.812,0.118
"The Atlantic Division has established itself as the league’s sorriest group, but the losing could still get worse.",A Scramble to Dig the N.B.A.’s Biggest Hole,201412,-0.8201,0.321,0.679,0
"Under a privately funded project, students at three elementary schools will be getting glasses in the coming days.","For Needy Students, Eyeglasses Open a Portal to the World of Learning ",201412,0,0,1,0
"Sirow--Melvin, 90, passed away on Friday one year after his wife and love of his life Doris died. As a graduate of NYU Dental School he completed an internship at Harlem Hospital but never practiced. He worked with his late brother-in-law Selig Bu...","Paid Notice: Deaths  SIROW, MELVIN",201412,0.0772,0.051,0.891,0.058
Identifying human rights abusers.,The U.S. and Torture,201412,-0.5574,0.545,0.455,0
Television highlights.,What’s on TV Saturday,201412,0,0,1,0
"Yuzuru Hanyu of Japan, the Olympic and world champion, took the first step toward defending his title at the Grand Prix of Figure Skating final in Barcelona, earning the highest score in the short program despite a fall.",Japan’s Yuzuru Hanyu Leads Grand Prix,201412,0.7845,0,0.835,0.165
"Alex Poythress, a starting forward for No. 1 Kentucky, will miss the rest of the season after tearing a knee ligament during practice. Poythress, a 6-foot-8 junior, tore the anterior cruciate ligament in his left knee, the university said.",Kentucky Loses Starter Alex Poythress for the Season,201412,-0.4215,0.103,0.897,0
"Tina Maze, the World Cup overall leader, had a superb second run to win a giant slalom in Are, Sweden, on Friday for her third World Cup victory of the season and the 26th of her career.",Tina Maze Claims Giant Slalom in Sweden,201412,0.836,0,0.807,0.193
"Jason Day and Cameron Tringale shot an eight-under-par 64 in modified, alternate-shot play to increase their lead to three strokes at the Franklin Templeton Shootout, a team event in Naples, Fla.",Jason Day and Cameron Tringale Increase Their Lead,201412,0.5719,0,0.856,0.144
"Quotation of the Day for Saturday, December 13, 2014.",Quotation of the Day,201412,0,0,1,0
"Corrections appearing in print on Saturday, December 13, 2014.","Corrections: December 13, 2014",201412,0,0,1,0
